class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.491681009531021,0.14693084359169,-0.629843413829804,0.999991536140442,0.498722642660141,0.122415751218796,-0.628143012523651,0.999986290931702,0.50435483455658,0.119044855237007,-0.628092050552368,0.999987423419952,0.508859753608704,0.114631623029709,-0.628263533115387,0.999986886978149,0.482269585132599,0.120508663356304,-0.622814834117889,0.999971568584442,0.477899968624115,0.116783685982227,-0.62281858921051,0.99996817111969,0.473801553249359,0.112311817705631,-0.622796654701233,0.99995756149292,0.516209840774536,0.0930832847952843,-0.536398470401764,0.999991118907929,0.468238353729248,0.092925101518631,-0.5099738240242,0.999961316585541,0.501074433326721,0.159875124692917,-0.587604343891144,0.999997019767761,0.484633207321167,0.157269954681396,-0.580035030841827,0.999994277954102,0.572514533996582,0.175610810518265,-0.403752744197845,0.999994039535523,0.424508273601532,0.1655013859272,-0.370023250579834,0.999855101108551,0.601194262504578,0.35164600610733,-0.401222378015518,0.994064748287201,0.400277554988861,0.332254320383072,-0.346072942018509,0.974707126617432,0.600832462310791,0.513056457042694,-0.455663740634918,0.983001053333283,0.394847989082336,0.499551981687546,-0.395072400569916,0.933650553226471,0.609408855438232,0.55208170413971,-0.486150920391083,0.950749099254608,0.388308942317963,0.542447507381439,-0.42053610086441,0.83429080247879,0.594887971878052,0.554209113121033,-0.507128000259399,0.960603535175324,0.402755796909332,0.543901681900024,-0.444865852594376,0.859852373600006,0.589548110961914,0.540554702281952,-0.464498281478882,0.954161584377289,0.407289266586304,0.531576812267304,-0.405944734811783,0.860090851783752,0.537655651569367,0.251484900712967,-0.000884134438820183,0.99998265504837,0.466567754745483,0.251846939325333,0.000804000184871256,0.999915480613709,0.569655478000641,0.416673988103867,-0.328024089336395,0.942930459976196,0.420777499675751,0.419290721416473,-0.279250711202621,0.945912837982178,0.545943200588226,0.593342304229736,-0.0203711818903685,0.935749173164368,0.455247223377228,0.586762487888336,-0.0087099764496088,0.972194135189056,0.538801372051239,0.607988238334656,0.00366485794074833,0.696948230266571,0.469016253948212,0.608133554458618,0.0116143859922886,0.851505815982819,0.548939824104309,0.685142397880554,-0.138368636369705,0.922727704048157,0.441275924444199,0.679098665714264,-0.124184049665928,0.962702989578247
down,0.491223484277725,0.112327352166176,-0.658368468284607,0.999986708164215,0.498300403356552,0.0860457345843315,-0.655342638492584,0.999979853630066,0.50390613079071,0.0823138132691383,-0.655332386493683,0.999979615211487,0.508302867412567,0.0781242921948433,-0.655523121356964,0.999981701374054,0.481137365102768,0.0872176513075829,-0.650788545608521,0.999954164028168,0.476527601480484,0.0849867165088654,-0.650760650634766,0.999940931797028,0.472119867801666,0.0820510238409042,-0.650731205940247,0.999928057193756,0.515879571437836,0.0598846971988678,-0.553816437721252,0.999985873699188,0.463903993368149,0.0662283971905708,-0.531776010990143,0.999924778938294,0.500876665115356,0.127992674708366,-0.612136363983154,0.999995887279511,0.483748197555542,0.127891674637795,-0.605741918087006,0.999991714954376,0.570712208747864,0.151410534977913,-0.418208509683609,0.999994277954102,0.420874416828156,0.144154965877533,-0.373009473085403,0.999827265739441,0.5948566198349,0.333341538906097,-0.409588098526001,0.993897676467896,0.401972621679306,0.320780038833618,-0.335794389247894,0.97254353761673,0.598176002502441,0.503716349601746,-0.466583728790283,0.982089400291443,0.395155876874924,0.490784615278244,-0.392353236675262,0.926140487194061,0.608051240444183,0.542954027652741,-0.500263690948486,0.947068333625794,0.388544052839279,0.533822655677795,-0.418778508901596,0.818196952342987,0.593339323997498,0.54542487859726,-0.522164702415466,0.956874549388886,0.401660859584808,0.533275485038757,-0.448935568332672,0.844762802124023,0.588065147399902,0.532610893249512,-0.475517183542252,0.949315130710602,0.40690541267395,0.519328474998474,-0.405548095703125,0.845254361629486,0.535491228103638,0.236743330955505,-0.000272078381385654,0.999980986118317,0.463473975658417,0.240464270114899,0.000243108603172004,0.999897003173828,0.566310584545136,0.406871467828751,-0.336040586233139,0.927979230880737,0.422747194766998,0.414774060249329,-0.301540851593018,0.931740999221802,0.544301629066467,0.598657429218292,-0.0458874180912972,0.929056107997894,0.455517679452896,0.59227728843689,-0.0345252603292465,0.967546284198761,0.536869168281555,0.616098344326019,-0.0246147681027651,0.669534623622894,0.46966552734375,0.615789830684662,-0.0149313611909747,0.827303469181061,0.548316419124603,0.694311797618866,-0.174680069088936,0.915960550308228,0.442681729793549,0.689075827598572,-0.157203987240791,0.957617402076721
down,0.490951299667358,0.0941296443343163,-0.700938999652863,0.999986052513123,0.498258292675018,0.0673992335796356,-0.695551753044128,0.999978482723236,0.503845155239105,0.0637502074241638,-0.695553660392761,0.999978482723236,0.508205235004425,0.059308011084795,-0.695773005485535,0.999980688095093,0.48102205991745,0.0685477703809738,-0.691400468349457,0.999951064586639,0.476418405771256,0.0662354528903961,-0.6913982629776,0.999937057495117,0.472011506557465,0.0630467832088471,-0.69140237569809,0.99992311000824,0.515704572200775,0.0427349284291267,-0.581317961215973,0.999985277652741,0.463886171579361,0.0499113388359547,-0.560980439186096,0.999920725822449,0.500656962394714,0.111668914556503,-0.650128245353699,0.999995827674866,0.483468860387802,0.111968189477921,-0.644336581230164,0.999991476535797,0.570570468902588,0.136419534683228,-0.435684263706207,0.999994337558746,0.420728862285614,0.130454525351524,-0.390255182981491,0.999824285507202,0.593642354011536,0.321752816438675,-0.419643938541412,0.993764638900757,0.402540385723114,0.311188578605652,-0.349765002727509,0.97234320640564,0.597909450531006,0.492821753025055,-0.475211292505264,0.981766402721405,0.39494726061821,0.480967491865158,-0.413002252578735,0.924925088882446,0.607406973838806,0.533950865268707,-0.508698046207428,0.946495831012726,0.388506144285202,0.527213037014008,-0.441638171672821,0.816637575626373,0.592135787010193,0.534241259098053,-0.534089803695679,0.956299364566803,0.401658773422241,0.525372266769409,-0.472903311252594,0.842864751815796,0.587423205375671,0.522705137729645,-0.48497462272644,0.948593020439148,0.406768411397934,0.509525954723358,-0.426772177219391,0.842565715312958,0.535046219825745,0.230616360902786,-0.000468907470349222,0.999980092048645,0.462866067886353,0.234630540013313,0.000442069867858663,0.999892354011536,0.56631350517273,0.40383517742157,-0.3500115275383,0.926452338695526,0.422941446304321,0.413835614919663,-0.323105692863464,0.931940495967865,0.54432487487793,0.597569346427918,-0.0450604185461998,0.926526546478272,0.45553469657898,0.592252790927887,-0.0362360700964928,0.966571986675263,0.537550926208496,0.614764511585236,-0.0230548642575741,0.663510501384735,0.470014333724976,0.615755617618561,-0.0154460417106748,0.820611357688904,0.548311293125153,0.694243371486664,-0.180046364665031,0.91355562210083,0.442862898111343,0.689989984035492,-0.165039494633675,0.956413149833679
down,0.490964561700821,0.092406265437603,-0.705390334129334,0.999985635280609,0.498463541269302,0.0656019896268845,-0.700311839580536,0.999977588653565,0.50395405292511,0.0623943954706192,-0.700303554534912,0.999977707862854,0.508279860019684,0.0584072098135948,-0.700518012046814,0.999979972839356,0.481194019317627,0.0663003101944923,-0.696468532085419,0.999949157238007,0.476565271615982,0.0639714524149895,-0.696471512317658,0.99993497133255,0.472165048122406,0.0609245523810387,-0.696472585201263,0.999920308589935,0.515710413455963,0.0425238199532032,-0.586913466453552,0.999984741210938,0.463994830846787,0.0485642738640308,-0.568382501602173,0.999918639659882,0.500642657279968,0.109227314591408,-0.654815435409546,0.999995768070221,0.483463376760483,0.109478376805782,-0.649544596672058,0.999991297721863,0.570408761501312,0.134359791874886,-0.440132141113281,0.999994337558746,0.420421302318573,0.129251748323441,-0.397692024707794,0.999820232391357,0.592290937900543,0.318594247102737,-0.422683089971542,0.99362587928772,0.402867645025253,0.30829593539238,-0.359094679355621,0.972242712974548,0.597537219524384,0.489876687526703,-0.477494716644287,0.981383621692658,0.394888907670975,0.478816509246826,-0.419848203659058,0.923732459545136,0.606356739997864,0.531096816062927,-0.510542094707489,0.945677280426025,0.388503611087799,0.525400161743164,-0.448546081781387,0.814888596534729,0.591336011886597,0.53085333108902,-0.53552109003067,0.955541074275971,0.401658952236176,0.523278653621674,-0.478064000606537,0.840842962265015,0.586924016475678,0.520042240619659,-0.487110555171967,0.947683393955231,0.406689792871475,0.507040202617645,-0.432891547679901,0.839655518531799,0.534656226634979,0.227993369102478,-0.000534402381163091,0.999979555606842,0.461968123912811,0.23154591023922,0.000504940224345774,0.999889492988586,0.566318035125732,0.402753353118897,-0.35216161608696,0.924852907657623,0.423032522201538,0.41303551197052,-0.322865724563599,0.931839942932129,0.544456899166107,0.597160398960114,-0.0437051951885223,0.924586713314056,0.455343395471573,0.591937839984894,-0.0349529162049294,0.965899169445038,0.53756982088089,0.613898396492004,-0.0216737128794193,0.660049557685852,0.470007807016373,0.615527331829071,-0.014119291678071,0.815459847450256,0.548464894294739,0.694522440433502,-0.177771598100662,0.912143230438232,0.442890793085098,0.69037389755249,-0.164461642503738,0.955754816532135
up,0.502777993679047,-0.0884846523404121,-0.580676436424255,0.999289214611054,0.511297881603241,-0.102615050971508,-0.564814686775208,0.997111737728119,0.516611874103546,-0.100760743021965,-0.56477415561676,0.997226178646088,0.521070897579193,-0.102988541126251,-0.564702928066254,0.997043192386627,0.496481835842133,-0.105997614562511,-0.559035539627075,0.996783971786499,0.491724640130997,-0.10478750616312,-0.559175610542297,0.996946096420288,0.48738020658493,-0.102578312158585,-0.559336125850678,0.996814608573914,0.531170010566711,-0.0872215107083321,-0.438712030649185,0.996511876583099,0.479629129171371,-0.0796134397387505,-0.414678752422333,0.99484920501709,0.512105345726013,-0.0496292486786842,-0.529131352901459,0.999440610408783,0.496443688869476,-0.0484073385596275,-0.521846055984497,0.999323606491089,0.57522064447403,0.0530038401484489,-0.32827490568161,0.999928653240204,0.429513692855835,0.0435919426381588,-0.30343109369278,0.999880313873291,0.590205550193787,0.265342384576798,-0.242120146751404,0.97238826751709,0.404433071613312,0.262086033821106,-0.234570115804672,0.943387508392334,0.602800488471985,0.447015255689621,-0.340443670749664,0.910007476806641,0.384671896696091,0.459210157394409,-0.306440025568008,0.886151969432831,0.610361933708191,0.498673975467682,-0.379261881113052,0.844343900680542,0.379218131303787,0.501686930656433,-0.331307291984558,0.820989310741425,0.600709795951843,0.497184842824936,-0.44054302573204,0.856550812721252,0.386212140321732,0.503529250621796,-0.38384160399437,0.836277186870575,0.5943922996521,0.481804013252258,-0.363756716251373,0.849088251590729,0.390810519456863,0.489985704421997,-0.328023105859756,0.825832486152649,0.547071635723114,0.424195826053619,-0.00773820001631975,0.999715387821198,0.465888202190399,0.420232385396957,0.00753805041313171,0.999612629413605,0.54838240146637,0.673937082290649,0.0771239623427391,0.987580239772797,0.465332686901093,0.672563850879669,0.0864395499229431,0.987666606903076,0.550394892692566,0.883463859558106,0.420585781335831,0.987349212169647,0.466271966695786,0.89836448431015,0.416905462741852,0.989718914031982,0.541303813457489,0.90720945596695,0.445871502161026,0.884694516658783,0.4740030169487,0.917604804039002,0.433625042438507,0.8985915184021,0.556493401527405,0.998807191848755,0.295825630426407,0.983765959739685,0.455503940582275,0.999895334243774,0.262882858514786,0.986771404743195
up,0.496713697910309,0.0677519515156746,-0.495298773050308,0.999764800071716,0.507707417011261,0.0408158302307129,-0.473163217306137,0.999044299125671,0.513189792633057,0.0405029095709324,-0.473245233297348,0.999082803726196,0.518831133842468,0.0399215444922447,-0.473257452249527,0.999001801013947,0.489994585514069,0.0419086813926697,-0.47413295507431,0.998970985412598,0.484309136867523,0.0418494157493115,-0.474181890487671,0.999035954475403,0.479505926370621,0.0414132103323936,-0.474268972873688,0.998991370201111,0.529301762580872,0.0496480986475945,-0.328188478946686,0.998700618743897,0.473355710506439,0.0533530674874783,-0.314232468605042,0.998331665992737,0.508135318756104,0.0935209840536118,-0.43596276640892,0.999798655509949,0.485757499933243,0.0940578430891037,-0.438612163066864,0.999769151210785,0.577402055263519,0.217035546898842,-0.21215233206749,0.999876797199249,0.434608519077301,0.214427411556244,-0.224638268351555,0.999909043312073,0.592629313468933,0.426022350788116,-0.114396974444389,0.984713733196259,0.412812143564224,0.426247447729111,-0.187339097261429,0.971454560756683,0.608008623123169,0.612125039100647,-0.221027493476868,0.959566652774811,0.396072089672089,0.606703996658325,-0.312001764774323,0.936033725738525,0.617988526821137,0.66454941034317,-0.260955780744553,0.924378216266632,0.386363208293915,0.661593019962311,-0.352082908153534,0.892383515834808,0.60783976316452,0.66345340013504,-0.30666047334671,0.929819226264954,0.395037412643433,0.66184538602829,-0.405014753341675,0.901671707630158,0.601285815238953,0.646751999855042,-0.241104006767273,0.927194893360138,0.401333957910538,0.643487751483917,-0.335985869169235,0.901251018047333,0.552322745323181,0.595178544521332,0.00660328473895788,0.999202907085419,0.46676629781723,0.593718767166138,-0.00635864119976759,0.99938690662384,0.55574631690979,0.869851529598236,0.0734405070543289,0.973850071430206,0.46530294418335,0.863449096679688,0.0770740509033203,0.975885689258575,0.554937243461609,1.02636229991913,0.397688686847687,0.922055840492249,0.464035928249359,1.07442033290863,0.366145551204681,0.915963709354401,0.548833608627319,1.02874732017517,0.422211825847626,0.803524255752564,0.467782109975815,1.09741938114166,0.389444321393967,0.778020977973938,0.56456059217453,1.15937745571136,0.279811680316925,0.87477433681488,0.455438613891602,1.17025256156921,0.216637402772903,0.861515522003174
up,0.49704584479332,0.0710196644067764,-0.495164781808853,0.999787092208862,0.50784832239151,0.0434255376458168,-0.474542558193207,0.999137222766876,0.513348996639252,0.0432568453252316,-0.474619090557098,0.999171555042267,0.518962860107422,0.0430048555135727,-0.474637120962143,0.999098360538483,0.49005800485611,0.0443861559033394,-0.474439382553101,0.99907112121582,0.484400928020477,0.0446915626525879,-0.474492937326431,0.999129354953766,0.479580730199814,0.0447044111788273,-0.474581569433212,0.999088883399963,0.52927702665329,0.0526559837162495,-0.32900083065033,0.998825967311859,0.473367124795914,0.0565337128937244,-0.315302073955536,0.998494982719421,0.508553504943848,0.0959298014640808,-0.437161207199097,0.999817848205566,0.485932528972626,0.096636563539505,-0.438642203807831,0.999791324138641,0.577447295188904,0.220967382192612,-0.211807087063789,0.999882757663727,0.435305029153824,0.217154502868652,-0.224441915750504,0.999911844730377,0.593012928962708,0.427365720272064,-0.113182440400124,0.985527098178864,0.41334930062294,0.426656246185303,-0.18223862349987,0.973159372806549,0.608469784259796,0.612513720989227,-0.224341467022896,0.962721884250641,0.396105080842972,0.60913223028183,-0.297385036945343,0.938830494880676,0.618526339530945,0.663815915584564,-0.265362322330475,0.929772675037384,0.386441469192505,0.663126707077026,-0.335455030202866,0.89615273475647,0.608569502830505,0.662505090236664,-0.310846567153931,0.934875190258026,0.395469307899475,0.663726031780243,-0.387440294027329,0.905220806598663,0.601913273334503,0.64587789773941,-0.24418917298317,0.932321488857269,0.401719868183136,0.645460963249207,-0.320743203163147,0.904946506023407,0.552275359630585,0.597707629203796,0.00703745195642114,0.9991175532341,0.466797024011612,0.597270488739014,-0.00683142151683569,0.999317824840546,0.556763768196106,0.874166786670685,0.0713775604963303,0.96406888961792,0.465296447277069,0.865498840808868,0.0673630237579346,0.968797624111176,0.559416472911835,1.06056070327759,0.400570809841156,0.881532192230225,0.464053332805634,1.0799674987793,0.350228011608124,0.880026698112488,0.554679989814758,1.08434307575226,0.426133722066879,0.766636490821838,0.467729330062866,1.10472369194031,0.373526901006699,0.737815976142883,0.570445775985718,1.15326619148254,0.289567887783051,0.821524798870087,0.458190113306046,1.17070209980011,0.204825520515442,0.81117969751358
up,0.497387230396271,0.0921930521726608,-0.467519760131836,0.999804556369782,0.508016288280487,0.0655952468514442,-0.445926487445831,0.999215543270111,0.513420224189758,0.0653201192617416,-0.44601321220398,0.999246060848236,0.518980741500855,0.0654687955975533,-0.446044147014618,0.999179661273956,0.490268558263779,0.0679043978452683,-0.447029680013657,0.999155402183533,0.484482198953629,0.0687567889690399,-0.447078377008438,0.999207675457001,0.479671657085419,0.0697267800569534,-0.447187274694443,0.999170184135437,0.529269516468048,0.0768866837024689,-0.295498192310333,0.998930215835571,0.473444700241089,0.0822469517588615,-0.299249231815338,0.998634874820709,0.50927472114563,0.117977187037468,-0.409667193889618,0.999833405017853,0.486306369304657,0.118957385420799,-0.411769956350327,0.999809384346008,0.577451527118683,0.242179811000824,-0.176300004124641,0.999886274337769,0.436059385538101,0.237228691577911,-0.209308072924614,0.999910891056061,0.59303343296051,0.446457833051682,-0.0829570442438126,0.986174404621124,0.414828300476074,0.446046024560928,-0.168400853872299,0.974762499332428,0.608452439308167,0.630793571472168,-0.205537408590317,0.965514183044434,0.396936118602753,0.625769436359406,-0.291604667901993,0.941249907016754,0.618776738643646,0.683011949062347,-0.248414993286133,0.934531092643738,0.387293457984924,0.679731070995331,-0.330859452486038,0.899430155754089,0.608571588993073,0.682090282440186,-0.294905841350555,0.939389705657959,0.396076589822769,0.679915845394135,-0.38320454955101,0.90839421749115,0.601875007152557,0.664708733558655,-0.226282045245171,0.93687516450882,0.402204841375351,0.661564290523529,-0.315040022134781,0.908063173294067,0.55257523059845,0.617078363895416,0.011667950078845,0.998993098735809,0.466909259557724,0.61538690328598,-0.0114095686003566,0.999204695224762,0.55762255191803,0.891366899013519,0.0479533970355988,0.94804573059082,0.46520608663559,0.883482098579407,0.0357502773404121,0.956966936588287,0.560386419296265,1.09012591838837,0.391112565994263,0.824767351150513,0.463916480541229,1.10039007663727,0.310403525829315,0.828315079212189,0.556137323379517,1.11530816555023,0.420159578323364,0.715361714363098,0.46630921959877,1.12552511692047,0.332460463047028,0.684886753559113,0.569260954856873,1.17515337467194,0.279494494199753,0.758302569389343,0.463952958583832,1.18855500221252,0.15839509665966,0.750574290752411
up,0.498015493154526,0.0929671078920364,-0.463112443685532,0.999821066856384,0.508210301399231,0.066017672419548,-0.441714227199554,0.999287664890289,0.513509273529053,0.0659641474485397,-0.441802978515625,0.999314725399017,0.519000351428986,0.065933033823967,-0.441833734512329,0.999254763126373,0.490828573703766,0.0672013908624649,-0.44215315580368,0.999232828617096,0.485027402639389,0.0677798837423325,-0.442200899124146,0.999279379844666,0.480143159627914,0.0682114735245705,-0.442305475473404,0.999244928359985,0.529225766658783,0.0780777782201767,-0.292562752962112,0.999026715755463,0.473729521036148,0.0816472768783569,-0.296769171953201,0.998761773109436,0.509619414806366,0.11832395195961,-0.406391799449921,0.999847888946533,0.48702996969223,0.118811100721359,-0.407694339752197,0.99982613325119,0.577596545219421,0.244116485118866,-0.179069355130196,0.999890744686127,0.436657339334488,0.239820584654808,-0.200870007276535,0.999909281730652,0.593235611915588,0.447990417480469,-0.0885158851742744,0.986849844455719,0.415060222148895,0.449701517820358,-0.151408702135086,0.976117789745331,0.608910083770752,0.633748412132263,-0.2132558375597,0.968173563480377,0.397228270769119,0.633628785610199,-0.275308698415756,0.943208456039429,0.619315683841705,0.685708522796631,-0.256246507167816,0.939168572425842,0.38766998052597,0.686390459537506,-0.316927462816238,0.90195643901825,0.609454393386841,0.685104429721832,-0.302053928375244,0.943744599819183,0.396655023097992,0.686874628067017,-0.369632363319397,0.910839438438416,0.602658629417419,0.667997419834137,-0.233657449483871,0.941261470317841,0.402867257595062,0.668682157993317,-0.298752576112747,0.910558879375458,0.552547812461853,0.619744837284088,0.0112608671188355,0.998913466930389,0.466980844736099,0.619985282421112,-0.0110297743231058,0.999129891395569,0.557971596717835,0.892190635204315,0.0514459908008575,0.934966802597046,0.465044498443604,0.88596123456955,0.0383322015404701,0.947458446025848,0.561368823051453,1.08563375473022,0.393961668014526,0.775449573993683,0.46323436498642,1.10181176662445,0.316284954547882,0.783125877380371,0.557306110858917,1.10970616340637,0.422010123729706,0.670761406421661,0.464607238769531,1.12663078308105,0.338874280452728,0.637873113155365,0.569653511047363,1.17103612422943,0.283201932907105,0.703307211399078,0.465006202459335,1.18846046924591,0.167450904846191,0.696775257587433
up,0.498234272003174,0.112726934254169,-0.472738653421402,0.999834537506104,0.508227586746216,0.0862902402877808,-0.448536694049835,0.999350011348724,0.513502955436707,0.0859274938702583,-0.448693603277206,0.999373853206635,0.518907427787781,0.0862436592578888,-0.448850482702255,0.999319553375244,0.490889728069305,0.088662214577198,-0.45090913772583,0.999299943447113,0.485077470541,0.0895303338766098,-0.450950235128403,0.999341726303101,0.480263948440552,0.0907145813107491,-0.451072365045548,0.999310076236725,0.529199540615082,0.0995528399944305,-0.30261492729187,0.999109745025635,0.474011600017548,0.105112671852112,-0.303262054920197,0.998874247074127,0.510108828544617,0.137823283672333,-0.406725972890854,0.999860286712647,0.487598091363907,0.139765799045563,-0.412039339542389,0.999840676784515,0.577596127986908,0.259148716926575,-0.181713134050369,0.999892771244049,0.437539726495743,0.25681871175766,-0.206359073519707,0.999907493591309,0.593421041965485,0.464595764875412,-0.0855550691485405,0.987248837947846,0.415907293558121,0.466093391180038,-0.154625222086906,0.977590620517731,0.609132945537567,0.651957988739014,-0.211363554000855,0.970105946063995,0.397452145814896,0.648775696754456,-0.288717806339264,0.945485413074493,0.619663894176483,0.703665554523468,-0.255156934261322,0.942275643348694,0.387711822986603,0.702175498008728,-0.332886427640915,0.904949724674225,0.609748721122742,0.702932059764862,-0.30216184258461,0.94674563407898,0.396915823221207,0.702641189098358,-0.383825778961182,0.913676142692566,0.602935492992401,0.685360968112946,-0.232357576489449,0.944225132465363,0.403230279684067,0.684405207633972,-0.311571419239044,0.913179874420166,0.553133428096771,0.634156823158264,0.0114202862605453,0.998761117458344,0.467014491558075,0.632737338542938,-0.0111643243581057,0.99897176027298,0.559325695037842,0.907840669155121,0.0231108255684376,0.915727853775024,0.464928686618805,0.900025606155396,0.0223102401942015,0.932972192764282,0.563274681568146,1.10961019992828,0.387034982442856,0.718051433563232,0.462823927402496,1.12223601341248,0.314134955406189,0.73018217086792,0.559890806674957,1.13385498523712,0.41856050491333,0.620218455791473,0.463310718536377,1.14655590057373,0.338021874427795,0.58789074420929,0.569585680961609,1.19367468357086,0.271760135889053,0.64494651556015,0.469238191843033,1.21029245853424,0.158552512526512,0.640716314315796
